REEF_SITE,TRANSECT_NO,YEAR,MONTH,SURVEY_DATE,GROWTH_FORM,BLEACH_STATUS,ABUNDANCE
MH4,1,2016,APR,19/04/16,Massive,H,269
MH4,1,2016,APR,19/04/16,Branching,FB,0
MH4,1,2016,APR,19/04/16,Branching,PB,5
MH4,1,2016,APR,19/04/16,Branching,H,33
MH4,1,2016,APR,19/04/16,Plate,FB,0
MH4,1,2016,APR,19/04/16,Plate,PB,0
MH4,1,2016,APR,19/04/16,Plate,H,25
MH4,1,2016,APR,19/04/16,Solitary,FB,0
MH4,1,2016,APR,19/04/16,Solitary,PB,0
MH4,1,2016,APR,19/04/16,Solitary,H,8
MH4,2,2016,APR,19/04/16,Massive,FB,0
MH4,2,2016,APR,19/04/16,Massive,PB,25
MH4,2,2016,APR,19/04/16,Massive,H,234
MH4,2,2016,APR,19/04/16,Branching,FB,0
MH4,2,2016,APR,19/04/16,Branching,PB,2
MH4,2,2016,APR,19/04/16,Branching,H,24
MH4,2,2016,APR,19/04/16,Plate,FB,0
MH4,2,2016,APR,19/04/16,Plate,PB,13
MH4,2,2016,APR,19/04/16,Plate,H,31
MH4,2,2016,APR,19/04/16,Solitary,FB,0
MH4,2,2016,APR,19/04/16,Solitary,PB,0
MH4,2,2016,APR,19/04/16,Solitary,H,8
MH4,3,2016,APR,19/04/16,Massive,FB,0
MH4,3,2016,APR,19/04/16,Massive,PB,21
MH4,3,2016,APR,19/04/16,Massive,H,222
MH4,3,2016,APR,19/04/16,Branching,FB,0
MH4,3,2016,APR,19/04/16,Branching,PB,2
MH4,3,2016,APR,19/04/16,Branching,H,26
MH4,3,2016,APR,19/04/16,Plate,FB,0
MH4,3,2016,APR,19/04/16,Plate,PB,19
MH4,3,2016,APR,19/04/16,Plate,H,38
MH4,3,2016,APR,19/04/16,Solitary,FB,0
MH4,3,2016,APR,19/04/16,Solitary,PB,1
MH4,3,2016,APR,19/04/16,Solitary,H,17
MH4,1,2016,APR,24/04/16,Massive,FB,0
MH4,1,2016,APR,24/04/16,Massive,PB,5
MH4,1,2016,APR,24/04/16,Massive,H,171
MH4,1,2016,APR,24/04/16,Branching,FB,1
MH4,1,2016,APR,24/04/16,Branching,PB,8
MH4,1,2016,APR,24/04/16,Branching,H,22
MH4,1,2016,APR,24/04/16,Plate,FB,0
MH4,1,2016,APR,24/04/16,Plate,PB,9
MH4,1,2016,APR,24/04/16,Plate,H,92
MH4,1,2016,APR,24/04/16,Solitary,FB,0
MH4,1,2016,APR,24/04/16,Solitary,PB,0
MH4,1,2016,APR,24/04/16,Solitary,H,2
MH4,2,2016,APR,24/04/16,Massive,FB,1
MH4,2,2016,APR,24/04/16,Massive,PB,13
MH4,2,2016,APR,24/04/16,Massive,H,166
MH4,2,2016,APR,24/04/16,Branching,FB,1
MH4,2,2016,APR,24/04/16,Branching,PB,5
MH4,2,2016,APR,24/04/16,Branching,H,17
MH4,2,2016,APR,24/04/16,Plate,FB,0
MH4,2,2016,APR,24/04/16,Plate,PB,9
MH4,2,2016,APR,24/04/16,Plate,H,53
MH4,2,2016,APR,24/04/16,Solitary,FB,0
MH4,2,2016,APR,24/04/16,Solitary,PB,2
MH4,2,2016,APR,24/04/16,Solitary,H,2
MH4,3,2016,APR,24/04/16,Massive,FB,0
MH4,3,2016,APR,24/04/16,Massive,PB,13
MH4,3,2016,APR,24/04/16,Massive,H,179
MH4,3,2016,APR,24/04/16,Branching,FB,3
MH4,3,2016,APR,24/04/16,Branching,PB,26
MH4,3,2016,APR,24/04/16,Branching,H,36
MH4,3,2016,APR,24/04/16,Plate,FB,0
MH4,3,2016,APR,24/04/16,Plate,PB,6
MH4,3,2016,APR,24/04/16,Plate,H,69
MH4,3,2016,APR,24/04/16,Solitary,FB,0
MH4,3,2016,APR,24/04/16,Solitary,PB,0
MH4,3,2016,APR,24/04/16,Solitary,H,2
ATL,1,2016,MAY,15/05/16,Massive,FB,1
ATL,1,2016,MAY,15/05/16,Massive,PB,13
ATL,1,2016,MAY,15/05/16,Massive,H,43
ATL,1,2016,MAY,15/05/16,Branching,FB,2
ATL,1,2016,MAY,15/05/16,Branching,PB,13
ATL,1,2016,MAY,15/05/16,Branching,H,31
ATL,1,2016,MAY,15/05/16,Plate,FB,0
ATL,1,2016,MAY,15/05/16,Plate,PB,1
ATL,1,2016,MAY,15/05/16,Plate,H,2
ATL,1,2016,MAY,15/05/16,Solitary,FB,0
ATL,1,2016,MAY,15/05/16,Solitary,PB,1
ATL,1,2016,MAY,15/05/16,Solitary,H,3
ATL,2,2016,MAY,15/05/16,Massive,FB,0
ATL,2,2016,MAY,15/05/16,Massive,PB,29
ATL,2,2016,MAY,15/05/16,Massive,H,23
ATL,2,2016,MAY,15/05/16,Branching,FB,0
ATL,2,2016,MAY,15/05/16,Branching,PB,49
ATL,2,2016,MAY,15/05/16,Branching,H,21
ATL,2,2016,MAY,15/05/16,Plate,FB,0
ATL,2,2016,MAY,15/05/16,Plate,PB,0
ATL,2,2016,MAY,15/05/16,Plate,H,1
ATL,2,2016,MAY,15/05/16,Solitary,FB,0
ATL,2,2016,MAY,15/05/16,Solitary,PB,2
ATL,2,2016,MAY,15/05/16,Solitary,H,0
ATL,3,2016,MAY,15/05/16,Massive,FB,5
ATL,3,2016,MAY,15/05/16,Massive,PB,23
ATL,3,2016,MAY,15/05/16,Massive,H,35
ATL,3,2016,MAY,15/05/16,Branching,FB,2
ATL,3,2016,MAY,15/05/16,Branching,PB,39
ATL,3,2016,MAY,15/05/16,Branching,H,18
ATL,3,2016,MAY,15/05/16,Plate,FB,1
ATL,3,2016,MAY,15/05/16,Plate,PB,6
ATL,3,2016,MAY,15/05/16,Plate,H,9
ATL,3,2016,MAY,15/05/16,Solitary,FB,0
ATL,3,2016,MAY,15/05/16,Solitary,PB,0
ATL,3,2016,MAY,15/05/16,Solitary,H,2
ATL,1,2016,MAY,17/05/16,Massive,FB,68
ATL,1,2016,MAY,17/05/16,Massive,PB,86
ATL,1,2016,MAY,17/05/16,Massive,H,71
ATL,1,2016,MAY,17/05/16,Branching,FB,2
ATL,1,2016,MAY,17/05/16,Branching,PB,5
ATL,1,2016,MAY,17/05/16,Branching,H,8
ATL,1,2016,MAY,17/05/16,Plate,FB,41
ATL,1,2016,MAY,17/05/16,Plate,PB,54
ATL,1,2016,MAY,17/05/16,Plate,H,30
ATL,1,2016,MAY,17/05/16,Solitary,FB,4
ATL,1,2016,MAY,17/05/16,Solitary,PB,7
ATL,1,2016,MAY,17/05/16,Solitary,H,8
ATL,2,2016,MAY,17/05/16,Massive,FB,5
ATL,2,2016,MAY,17/05/16,Massive,PB,149
ATL,2,2016,MAY,17/05/16,Massive,H,85
ATL,2,2016,MAY,17/05/16,Branching,FB,0
ATL,2,2016,MAY,17/05/16,Branching,PB,2
ATL,2,2016,MAY,17/05/16,Branching,H,5
ATL,2,2016,MAY,17/05/16,Plate,FB,6
ATL,2,2016,MAY,17/05/16,Plate,PB,53
ATL,2,2016,MAY,17/05/16,Plate,H,36
ATL,2,2016,MAY,17/05/16,Solitary,FB,1
ATL,2,2016,MAY,17/05/16,Solitary,PB,1
ATL,2,2016,MAY,17/05/16,Solitary,H,7
ATL,3,2016,MAY,17/05/16,Massive,FB,1
ATL,3,2016,MAY,17/05/16,Massive,PB,142
ATL,3,2016,MAY,17/05/16,Massive,H,75
ATL,3,2016,MAY,17/05/16,Branching,FB,0
ATL,3,2016,MAY,17/05/16,Branching,PB,17
ATL,3,2016,MAY,17/05/16,Branching,H,5
ATL,3,2016,MAY,17/05/16,Plate,FB,0
ATL,3,2016,MAY,17/05/16,Plate,PB,29
ATL,3,2016,MAY,17/05/16,Plate,H,18
ATL,3,2016,MAY,17/05/16,Solitary,FB,2
ATL,3,2016,MAY,17/05/16,Solitary,PB,4
ATL,3,2016,MAY,17/05/16,Solitary,H,1
CBE,1,2016,MAY,8/05/16,Massive,FB,0
CBE,1,2016,MAY,8/05/16,Massive,PB,9
CBE,1,2016,MAY,8/05/16,Massive,H,62
CBE,1,2016,MAY,8/05/16,Branching,FB,0
CBE,1,2016,MAY,8/05/16,Branching,PB,2
CBE,1,2016,MAY,8/05/16,Branching,H,15
CBE,1,2016,MAY,8/05/16,Plate,FB,0
CBE,1,2016,MAY,8/05/16,Plate,PB,2
CBE,1,2016,MAY,8/05/16,Plate,H,27
CBE,1,2016,MAY,8/05/16,Solitary,FB,0
CBE,1,2016,MAY,8/05/16,Solitary,PB,0
CBE,1,2016,MAY,8/05/16,Solitary,H,17
CBE,2,2016,MAY,8/05/16,Massive,FB,0
CBE,2,2016,MAY,8/05/16,Massive,PB,8
CBE,2,2016,MAY,8/05/16,Massive,H,19
CBE,2,2016,MAY,8/05/16,Branching,FB,0
CBE,2,2016,MAY,8/05/16,Branching,PB,2
CBE,2,2016,MAY,8/05/16,Branching,H,11
CBE,2,2016,MAY,8/05/16,Plate,FB,0
CBE,2,2016,MAY,8/05/16,Plate,PB,3
CBE,2,2016,MAY,8/05/16,Plate,H,26
CBE,2,2016,MAY,8/05/16,Solitary,FB,0
CBE,2,2016,MAY,8/05/16,Solitary,PB,0
CBE,2,2016,MAY,8/05/16,Solitary,H,12
CBE,3,2016,MAY,8/05/16,Massive,FB,0
CBE,3,2016,MAY,8/05/16,Massive,PB,5
CBE,3,2016,MAY,8/05/16,Massive,H,54
CBE,3,2016,MAY,8/05/16,Branching,FB,0
CBE,3,2016,MAY,8/05/16,Branching,PB,1
CBE,3,2016,MAY,8/05/16,Branching,H,8
CBE,3,2016,MAY,8/05/16,Plate,FB,0
CBE,3,2016,MAY,8/05/16,Plate,PB,3
CBE,3,2016,MAY,8/05/16,Plate,H,31
CBE,3,2016,MAY,8/05/16,Solitary,FB,0
CBE,3,2016,MAY,8/05/16,Solitary,PB,0
CBE,3,2016,MAY,8/05/16,Solitary,H,19
HK,1,2016,MAY,16/05/16,Massive,FB,9
HK,1,2016,MAY,16/05/16,Massive,PB,87
HK,1,2016,MAY,16/05/16,Massive,H,74
HK,1,2016,MAY,16/05/16,Branching,FB,0
HK,1,2016,MAY,16/05/16,Branching,PB,5
HK,1,2016,MAY,16/05/16,Branching,H,20
HK,1,2016,MAY,16/05/16,Plate,FB,1
HK,1,2016,MAY,16/05/16,Plate,PB,16
HK,1,2016,MAY,16/05/16,Plate,H,34
HK,1,2016,MAY,16/05/16,Solitary,FB,3
HK,1,2016,MAY,16/05/16,Solitary,PB,4
HK,1,2016,MAY,16/05/16,Solitary,H,3
HK,2,2016,MAY,16/05/16,Massive,FB,2
HK,2,2016,MAY,16/05/16,Massive,PB,79
HK,2,2016,MAY,16/05/16,Massive,H,29
HK,2,2016,MAY,16/05/16,Branching,FB,1
HK,2,2016,MAY,16/05/16,Branching,PB,4
HK,2,2016,MAY,16/05/16,Branching,H,5
HK,2,2016,MAY,16/05/16,Plate,FB,2
HK,2,2016,MAY,16/05/16,Plate,PB,32
HK,2,2016,MAY,16/05/16,Plate,H,27
HK,2,2016,MAY,16/05/16,Solitary,FB,0
HK,2,2016,MAY,16/05/16,Solitary,PB,1
HK,2,2016,MAY,16/05/16,Solitary,H,6
HK,3,2016,MAY,16/05/16,Massive,FB,0
HK,3,2016,MAY,16/05/16,Massive,PB,67
HK,3,2016,MAY,16/05/16,Massive,H,56
HK,3,2016,MAY,16/05/16,Branching,FB,0
HK,3,2016,MAY,16/05/16,Branching,PB,5
HK,3,2016,MAY,16/05/16,Branching,H,1
HK,3,2016,MAY,16/05/16,Plate,FB,0
HK,3,2016,MAY,16/05/16,Plate,PB,27
HK,3,2016,MAY,16/05/16,Plate,H,15
HK,3,2016,MAY,16/05/16,Solitary,FB,0
HK,3,2016,MAY,16/05/16,Solitary,PB,3
HK,3,2016,MAY,16/05/16,Solitary,H,8
ATL,1,2016,JUN,13/06/16,Massive,FB,7
ATL,1,2016,JUN,13/06/16,Massive,PB,186
ATL,1,2016,JUN,13/06/16,Massive,H,125
ATL,1,2016,JUN,13/06/16,Branching,FB,0
ATL,1,2016,JUN,13/06/16,Branching,PB,13
ATL,1,2016,JUN,13/06/16,Branching,H,15
ATL,1,2016,JUN,13/06/16,Plate,FB,2
ATL,1,2016,JUN,13/06/16,Plate,PB,45
ATL,1,2016,JUN,13/06/16,Plate,H,31
ATL,1,2016,JUN,13/06/16,Solitary,FB,0
ATL,1,2016,JUN,13/06/16,Solitary,PB,3
ATL,1,2016,JUN,13/06/16,Solitary,H,5
ATL,2,2016,JUN,13/06/16,Massive,FB,13
ATL,2,2016,JUN,13/06/16,Massive,PB,160
ATL,2,2016,JUN,13/06/16,Massive,H,110
ATL,2,2016,JUN,13/06/16,Branching,FB,1
ATL,2,2016,JUN,13/06/16,Branching,PB,11
ATL,2,2016,JUN,13/06/16,Branching,H,8
ATL,2,2016,JUN,13/06/16,Plate,FB,4
ATL,2,2016,JUN,13/06/16,Plate,PB,36
ATL,2,2016,JUN,13/06/16,Plate,H,31
ATL,2,2016,JUN,13/06/16,Solitary,FB,0
ATL,2,2016,JUN,13/06/16,Solitary,PB,4
ATL,2,2016,JUN,13/06/16,Solitary,H,2
ATL,3,2016,JUN,13/06/16,Massive,FB,10
ATL,3,2016,JUN,13/06/16,Massive,PB,152
ATL,3,2016,JUN,13/06/16,Massive,H,87
ATL,3,2016,JUN,13/06/16,Branching,FB,1
ATL,3,2016,JUN,13/06/16,Branching,PB,13
ATL,3,2016,JUN,13/06/16,Branching,H,7
ATL,3,2016,JUN,13/06/16,Plate,FB,2
ATL,3,2016,JUN,13/06/16,Plate,PB,37
ATL,3,2016,JUN,13/06/16,Plate,H,34
ATL,3,2016,JUN,13/06/16,Solitary,FB,0
ATL,3,2016,JUN,13/06/16,Solitary,PB,2
ATL,3,2016,JUN,13/06/16,Solitary,H,7
HK,1,2016,JUN,30/06/16,Massive,FB,2
HK,1,2016,JUN,30/06/16,Massive,PB,42
HK,1,2016,JUN,30/06/16,Massive,H,128
HK,1,2016,JUN,30/06/16,Branching,FB,0
HK,1,2016,JUN,30/06/16,Branching,PB,2
HK,1,2016,JUN,30/06/16,Branching,H,14
HK,1,2016,JUN,30/06/16,Plate,FB,1
HK,1,2016,JUN,30/06/16,Plate,PB,25
HK,1,2016,JUN,30/06/16,Plate,H,57
HK,1,2016,JUN,30/06/16,Solitary,FB,0
HK,1,2016,JUN,30/06/16,Solitary,PB,0
HK,1,2016,JUN,30/06/16,Solitary,H,5
HK,2,2016,JUN,30/06/16,Massive,FB,2
HK,2,2016,JUN,30/06/16,Massive,PB,76
HK,2,2016,JUN,30/06/16,Massive,H,126
HK,2,2016,JUN,30/06/16,Branching,FB,0
HK,2,2016,JUN,30/06/16,Branching,PB,1
HK,2,2016,JUN,30/06/16,Branching,H,18
HK,2,2016,JUN,30/06/16,Plate,FB,0
HK,2,2016,JUN,30/06/16,Plate,PB,18
HK,2,2016,JUN,30/06/16,Plate,H,66
HK,2,2016,JUN,30/06/16,Solitary,FB,0
HK,2,2016,JUN,30/06/16,Solitary,PB,1
HK,2,2016,JUN,30/06/16,Solitary,H,2
HK,3,2016,JUN,30/06/16,Massive,FB,2
HK,3,2016,JUN,30/06/16,Massive,PB,75
HK,3,2016,JUN,30/06/16,Massive,H,124
HK,3,2016,JUN,30/06/16,Branching,FB,0
HK,3,2016,JUN,30/06/16,Branching,PB,3
HK,3,2016,JUN,30/06/16,Branching,H,11
HK,3,2016,JUN,30/06/16,Plate,FB,1
HK,3,2016,JUN,30/06/16,Plate,PB,12
HK,3,2016,JUN,30/06/16,Plate,H,44
HK,3,2016,JUN,30/06/16,Solitary,FB,0
HK,3,2016,JUN,30/06/16,Solitary,PB,3
HK,3,2016,JUN,30/06/16,Solitary,H,3
HS,1,2016,JUN,28/06/16,Massive,FB,7
HS,1,2016,JUN,28/06/16,Massive,PB,97
HS,1,2016,JUN,28/06/16,Massive,H,110
HS,1,2016,JUN,28/06/16,Branching,FB,0
HS,1,2016,JUN,28/06/16,Branching,PB,0
HS,1,2016,JUN,28/06/16,Branching,H,6
HS,1,2016,JUN,28/06/16,Plate,FB,1
HS,1,2016,JUN,28/06/16,Plate,PB,25
HS,1,2016,JUN,28/06/16,Plate,H,45
HS,1,2016,JUN,28/06/16,Solitary,FB,0
HS,1,2016,JUN,28/06/16,Solitary,PB,4
HS,1,2016,JUN,28/06/16,Solitary,H,16
HS,2,2016,JUN,28/06/16,Massive,FB,6
HS,2,2016,JUN,28/06/16,Massive,PB,103
HS,2,2016,JUN,28/06/16,Massive,H,97
HS,2,2016,JUN,28/06/16,Branching,FB,0
HS,2,2016,JUN,28/06/16,Branching,PB,3
HS,2,2016,JUN,28/06/16,Branching,H,6
HS,2,2016,JUN,28/06/16,Plate,FB,2
HS,2,2016,JUN,28/06/16,Plate,PB,41
HS,2,2016,JUN,28/06/16,Plate,H,56
HS,2,2016,JUN,28/06/16,Solitary,FB,0
HS,2,2016,JUN,28/06/16,Solitary,PB,0
HS,2,2016,JUN,28/06/16,Solitary,H,9
HS,3,2016,JUN,28/06/16,Massive,FB,9
HS,3,2016,JUN,28/06/16,Massive,PB,83
HS,3,2016,JUN,28/06/16,Massive,H,88
HS,3,2016,JUN,28/06/16,Branching,FB,0
HS,3,2016,JUN,28/06/16,Branching,PB,0
HS,3,2016,JUN,28/06/16,Branching,H,6
HS,3,2016,JUN,28/06/16,Plate,FB,2
HS,3,2016,JUN,28/06/16,Plate,PB,25
HS,3,2016,JUN,28/06/16,Plate,H,57
HS,3,2016,JUN,28/06/16,Solitary,FB,0
HS,3,2016,JUN,28/06/16,Solitary,PB,2
HS,3,2016,JUN,28/06/16,Solitary,H,6
HY,1,2016,JUN,27/06/16,Massive,FB,2
HY,1,2016,JUN,27/06/16,Massive,PB,60
HY,1,2016,JUN,27/06/16,Massive,H,104
HY,1,2016,JUN,27/06/16,Branching,FB,0
HY,1,2016,JUN,27/06/16,Branching,PB,3
HY,1,2016,JUN,27/06/16,Branching,H,4
HY,1,2016,JUN,27/06/16,Plate,FB,1
HY,1,2016,JUN,27/06/16,Plate,PB,12
HY,1,2016,JUN,27/06/16,Plate,H,58
HY,1,2016,JUN,27/06/16,Solitary,FB,0
HY,1,2016,JUN,27/06/16,Solitary,PB,1
HY,1,2016,JUN,27/06/16,Solitary,H,4
HY,2,2016,JUN,27/06/16,Massive,FB,0
HY,2,2016,JUN,27/06/16,Massive,PB,39
HY,2,2016,JUN,27/06/16,Massive,H,104
HY,2,2016,JUN,27/06/16,Branching,FB,0
HY,2,2016,JUN,27/06/16,Branching,PB,2
HY,2,2016,JUN,27/06/16,Branching,H,7
HY,2,2016,JUN,27/06/16,Plate,FB,1
HY,2,2016,JUN,27/06/16,Plate,PB,10
HY,2,2016,JUN,27/06/16,Plate,H,57
HY,2,2016,JUN,27/06/16,Solitary,FB,1
HY,2,2016,JUN,27/06/16,Solitary,PB,0
HY,2,2016,JUN,27/06/16,Solitary,H,9
HY,3,2016,JUN,27/06/16,Massive,FB,4
HY,3,2016,JUN,27/06/16,Massive,PB,36
HY,3,2016,JUN,27/06/16,Massive,H,77
HY,3,2016,JUN,27/06/16,Branching,FB,0
HY,3,2016,JUN,27/06/16,Branching,PB,3
HY,3,2016,JUN,27/06/16,Branching,H,8
HY,3,2016,JUN,27/06/16,Plate,FB,0
HY,3,2016,JUN,27/06/16,Plate,PB,13
HY,3,2016,JUN,27/06/16,Plate,H,57
HY,3,2016,JUN,27/06/16,Solitary,FB,0
HY,3,2016,JUN,27/06/16,Solitary,PB,1
HY,3,2016,JUN,27/06/16,Solitary,H,9
MH4,1,2016,JUN,19/06/16,Massive,FB,15
MH4,1,2016,JUN,19/06/16,Massive,PB,104
MH4,1,2016,JUN,19/06/16,Massive,H,108
MH4,1,2016,JUN,19/06/16,Branching,FB,0
MH4,1,2016,JUN,19/06/16,Branching,PB,13
MH4,1,2016,JUN,19/06/16,Branching,H,21
MH4,1,2016,JUN,19/06/16,Plate,FB,6
MH4,1,2016,JUN,19/06/16,Plate,PB,16
MH4,1,2016,JUN,19/06/16,Plate,H,28
MH4,1,2016,JUN,19/06/16,Solitary,FB,0
MH4,1,2016,JUN,19/06/16,Solitary,PB,2
MH4,1,2016,JUN,19/06/16,Solitary,H,26
MH4,2,2016,JUN,19/06/16,Massive,FB,8
MH4,2,2016,JUN,19/06/16,Massive,PB,98
MH4,2,2016,JUN,19/06/16,Massive,H,112
MH4,2,2016,JUN,19/06/16,Branching,FB,0
MH4,2,2016,JUN,19/06/16,Branching,PB,16
MH4,2,2016,JUN,19/06/16,Branching,H,15
MH4,2,2016,JUN,19/06/16,Plate,FB,1
MH4,2,2016,JUN,19/06/16,Plate,PB,12
MH4,2,2016,JUN,19/06/16,Plate,H,65
MH4,2,2016,JUN,19/06/16,Solitary,FB,0
MH4,2,2016,JUN,19/06/16,Solitary,PB,4
MH4,2,2016,JUN,19/06/16,Solitary,H,20
MH4,3,2016,JUN,19/06/16,Massive,FB,11
MH4,3,2016,JUN,19/06/16,Massive,PB,140
MH4,3,2016,JUN,19/06/16,Massive,H,99
MH4,3,2016,JUN,19/06/16,Branching,FB,1
MH4,3,2016,JUN,19/06/16,Branching,PB,3
MH4,3,2016,JUN,19/06/16,Branching,H,17
MH4,3,2016,JUN,19/06/16,Plate,FB,0
MH4,3,2016,JUN,19/06/16,Plate,PB,32
MH4,3,2016,JUN,19/06/16,Plate,H,44
MH4,3,2016,JUN,19/06/16,Solitary,FB,0
MH4,3,2016,JUN,19/06/16,Solitary,PB,1
MH4,3,2016,JUN,19/06/16,Solitary,H,6
MH4,1,2016,JUN,29/06/16,Massive,FB,12
MH4,1,2016,JUN,29/06/16,Massive,PB,73
MH4,1,2016,JUN,29/06/16,Massive,H,145
MH4,1,2016,JUN,29/06/16,Branching,FB,0
MH4,1,2016,JUN,29/06/16,Branching,PB,8
MH4,1,2016,JUN,29/06/16,Branching,H,22
MH4,1,2016,JUN,29/06/16,Plate,FB,4
MH4,1,2016,JUN,29/06/16,Plate,PB,16
MH4,1,2016,JUN,29/06/16,Plate,H,25
MH4,1,2016,JUN,29/06/16,Solitary,FB,0
MH4,1,2016,JUN,29/06/16,Solitary,PB,0
MH4,1,2016,JUN,29/06/16,Solitary,H,3
MH4,2,2016,JUN,29/06/16,Massive,FB,12
MH4,2,2016,JUN,29/06/16,Massive,PB,60
MH4,2,2016,JUN,29/06/16,Massive,H,134
MH4,2,2016,JUN,29/06/16,Branching,FB,0
MH4,2,2016,JUN,29/06/16,Branching,PB,4
MH4,2,2016,JUN,29/06/16,Branching,H,26
MH4,2,2016,JUN,29/06/16,Plate,FB,2
MH4,2,2016,JUN,29/06/16,Plate,PB,11
MH4,2,2016,JUN,29/06/16,Plate,H,38
MH4,2,2016,JUN,29/06/16,Solitary,FB,0
MH4,2,2016,JUN,29/06/16,Solitary,PB,0
MH4,2,2016,JUN,29/06/16,Solitary,H,3
MH4,3,2016,JUN,29/06/16,Massive,FB,13
MH4,3,2016,JUN,29/06/16,Massive,PB,84
MH4,3,2016,JUN,29/06/16,Massive,H,109
MH4,3,2016,JUN,29/06/16,Branching,FB,0
MH4,3,2016,JUN,29/06/16,Branching,PB,10
MH4,3,2016,JUN,29/06/16,Branching,H,20
MH4,3,2016,JUN,29/06/16,Plate,FB,7
MH4,3,2016,JUN,29/06/16,Plate,PB,25
MH4,3,2016,JUN,29/06/16,Plate,H,40
MH4,3,2016,JUN,29/06/16,Solitary,FB,0
MH4,3,2016,JUN,29/06/16,Solitary,PB,0
MH4,3,2016,JUN,29/06/16,Solitary,H,4
ATL,1,2016,JUL,3/07/16,Massive,FB,1
ATL,1,2016,JUL,3/07/16,Massive,PB,56
ATL,1,2016,JUL,3/07/16,Massive,H,125
ATL,1,2016,JUL,3/07/16,Branching,FB,0
ATL,1,2016,JUL,3/07/16,Branching,PB,0
ATL,1,2016,JUL,3/07/16,Branching,H,0
ATL,1,2016,JUL,3/07/16,Plate,FB,0
ATL,1,2016,JUL,3/07/16,Plate,PB,26
ATL,1,2016,JUL,3/07/16,Plate,H,62
ATL,1,2016,JUL,3/07/16,Solitary,FB,0
ATL,1,2016,JUL,3/07/16,Solitary,PB,0
ATL,1,2016,JUL,3/07/16,Solitary,H,2
ATL,2,2016,JUL,3/07/16,Massive,FB,2
ATL,2,2016,JUL,3/07/16,Massive,PB,78
ATL,2,2016,JUL,3/07/16,Massive,H,124
ATL,2,2016,JUL,3/07/16,Branching,FB,0
ATL,2,2016,JUL,3/07/16,Branching,PB,1
ATL,2,2016,JUL,3/07/16,Branching,H,4
ATL,2,2016,JUL,3/07/16,Plate,FB,1
ATL,2,2016,JUL,3/07/16,Plate,PB,35
ATL,2,2016,JUL,3/07/16,Plate,H,83
ATL,2,2016,JUL,3/07/16,Solitary,FB,3
ATL,2,2016,JUL,3/07/16,Solitary,PB,3
ATL,2,2016,JUL,3/07/16,Solitary,H,13
ATL,3,2016,JUL,3/07/16,Massive,FB,2
ATL,3,2016,JUL,3/07/16,Massive,PB,70
ATL,3,2016,JUL,3/07/16,Massive,H,102
ATL,3,2016,JUL,3/07/16,Branching,FB,0
ATL,3,2016,JUL,3/07/16,Branching,PB,0
ATL,3,2016,JUL,3/07/16,Branching,H,3
ATL,3,2016,JUL,3/07/16,Plate,FB,0
ATL,3,2016,JUL,3/07/16,Plate,PB,25
ATL,3,2016,JUL,3/07/16,Plate,H,60
ATL,3,2016,JUL,3/07/16,Solitary,FB,0
ATL,3,2016,JUL,3/07/16,Solitary,PB,1
ATL,3,2016,JUL,3/07/16,Solitary,H,6
HK,1,2016,JUL,10/07/16,Massive,FB,3
HK,1,2016,JUL,10/07/16,Massive,PB,116
HK,1,2016,JUL,10/07/16,Massive,H,111
HK,1,2016,JUL,10/07/16,Branching,FB,0
HK,1,2016,JUL,10/07/16,Branching,PB,3
HK,1,2016,JUL,10/07/16,Branching,H,2
HK,1,2016,JUL,10/07/16,Plate,FB,6
HK,1,2016,JUL,10/07/16,Plate,PB,33
HK,1,2016,JUL,10/07/16,Plate,H,32
HK,1,2016,JUL,10/07/16,Solitary,FB,1
HK,1,2016,JUL,10/07/16,Solitary,PB,0
HK,1,2016,JUL,10/07/16,Solitary,H,3
HK,2,2016,JUL,10/07/16,Massive,FB,4
HK,2,2016,JUL,10/07/16,Massive,PB,114
HK,2,2016,JUL,10/07/16,Massive,H,141
HK,2,2016,JUL,10/07/16,Branching,FB,0
HK,2,2016,JUL,10/07/16,Branching,PB,8
HK,2,2016,JUL,10/07/16,Branching,H,20
HK,2,2016,JUL,10/07/16,Plate,FB,9
HK,2,2016,JUL,10/07/16,Plate,PB,41
HK,2,2016,JUL,10/07/16,Plate,H,40
HK,2,2016,JUL,10/07/16,Solitary,FB,0
HK,2,2016,JUL,10/07/16,Solitary,PB,1
HK,2,2016,JUL,10/07/16,Solitary,H,7
HK,3,2016,JUL,10/07/16,Massive,FB,6
HK,3,2016,JUL,10/07/16,Massive,PB,121
HK,3,2016,JUL,10/07/16,Massive,H,107
HK,3,2016,JUL,10/07/16,Branching,FB,0
HK,3,2016,JUL,10/07/16,Branching,PB,8
HK,3,2016,JUL,10/07/16,Branching,H,17
HK,3,2016,JUL,10/07/16,Plate,FB,5
HK,3,2016,JUL,10/07/16,Plate,PB,30
HK,3,2016,JUL,10/07/16,Plate,H,36
HK,3,2016,JUL,10/07/16,Solitary,FB,0
HK,3,2016,JUL,10/07/16,Solitary,PB,1
HK,3,2016,JUL,10/07/16,Solitary,H,1
HS,1,2016,JUL,5/07/16,Massive,FB,6
HS,1,2016,JUL,5/07/16,Massive,PB,114
HS,1,2016,JUL,5/07/16,Massive,H,201
HS,1,2016,JUL,5/07/16,Branching,FB,1
HS,1,2016,JUL,5/07/16,Branching,PB,4
HS,1,2016,JUL,5/07/16,Branching,H,4
